Date,Open,High,Low,Close,Change(Pips),Change(%)
05/12/2024 00:00,1.25144,1.25275,1.25109,1.25219,7.5,0.06,
05/10/2024 00:00,1.25249,1.25413,1.25022,1.25236,-1.3,-0.01,
05/09/2024 00:00,1.24928,1.253,1.2445,1.25249,32.1,0.26,
05/08/2024 00:00,1.25009,1.2505,1.24676,1.24927,-8.2,-0.07,
05/07/2024 00:00,1.25602,1.25706,1.24924,1.25017,-58.5,-0.47,
05/06/2024 00:00,1.25399,1.2595,1.2537,1.25616,21.7,0.17,
05/05/2024 00:00,1.25482,1.25529,1.2539,1.25402,-8.0,-0.06,
05/03/2024 00:00,1.25394,1.2634,1.25286,1.25461,6.7,0.05,
05/02/2024 00:00,1.25357,1.2545,1.2471,1.2539,3.3,0.03,
05/01/2024 00:00,1.24885,1.25496,1.2465,1.25336,45.1,0.36,
04/30/2024 00:00,1.25587,1.2561,1.24837,1.24881,-70.6,-0.57,
04/29/2024 00:00,1.25091,1.25692,1.2506,1.25586,49.5,0.39,
04/28/2024 00:00,1.24886,1.251,1.24885,1.2508,19.4,0.16,
04/26/2024 00:00,1.25068,1.2541,1.2448,1.2487,-19.8,-0.16,
04/25/2024 00:00,1.24591,1.2529,1.2453,1.2505,45.9,0.37,
04/24/2024 00:00,1.24541,1.247,1.2421,1.24582,4.1,0.03,
04/23/2024 00:00,1.23492,1.2459,1.233,1.24543,105.1,0.84,
04/22/2024 00:00,1.23755,1.2393,1.2298,1.23491,-26.4,-0.21,
04/21/2024 00:00,1.23733,1.2379,1.23653,1.23747,1.4,0.01,
04/19/2024 00:00,1.24342,1.24684,1.2358,1.2368,-66.2,-0.54,
04/18/2024 00:00,1.24524,1.24845,1.2429,1.24349,-17.5,-0.14,
04/17/2024 00:00,1.24299,1.24818,1.2416,1.245,20.1,0.16,
04/16/2024 00:00,1.24461,1.24719,1.2404,1.24291,-17.0,-0.14,
04/15/2024 00:00,1.24591,1.2499,1.2434,1.24459,-13.2,-0.11,
04/14/2024 00:00,1.24461,1.24627,1.24439,1.24592,13.1,0.11,
04/12/2024 00:00,1.25543,1.2559,1.2425,1.2456,-98.3,-0.79,
04/11/2024 00:00,1.25363,1.25785,1.2509,1.25541,17.8,0.14,
04/10/2024 00:00,1.26762,1.27048,1.2518,1.25363,-139.9,-1.12,
04/09/2024 00:00,1.26572,1.27091,1.2647,1.26767,19.5,0.15,
04/08/2024 00:00,1.2622,1.26642,1.2612,1.26569,34.9,0.28,
04/07/2024 00:00,1.26304,1.26334,1.26204,1.2623,-7.4,-0.06,
04/05/2024 00:00,1.26387,1.2649,1.25732,1.2637,-1.7,-0.01,
04/04/2024 00:00,1.26504,1.26834,1.26325,1.26389,-11.5,-0.09,
04/03/2024 00:00,1.25753,1.2656,1.25617,1.265,74.7,0.59,
04/02/2024 00:00,1.25456,1.2582,1.2538,1.2574,28.4,0.23,
04/01/2024 00:00,1.26373,1.2643,1.2538,1.25459,-91.4,-0.73,
03/29/2024 00:00,1.26196,1.2646,1.26073,1.2625,5.4,0.04,
03/28/2024 00:00,1.26173,1.26542,1.2584,1.26206,3.3,0.03,
03/27/2024 00:00,1.26274,1.2641,1.2604,1.26164,-11.0,-0.09,
03/26/2024 00:00,1.26358,1.2668,1.26202,1.26273,-8.5,-0.07,
03/25/2024 00:00,1.25972,1.26522,1.259,1.26359,38.7,0.31,
03/22/2024 00:00,1.26598,1.2675,1.2574,1.26,-59.8,-0.47,
03/21/2024 00:00,1.27974,1.28033,1.26462,1.266,-137.4,-1.09,
03/20/2024 00:00,1.27171,1.2798,1.2683,1.27971,80.0,0.63,
03/19/2024 00:00,1.27257,1.2733,1.2667,1.27172,-8.5,-0.07,
03/18/2024 00:00,1.27305,1.27468,1.2717,1.27259,-4.6,-0.04,
03/15/2024 00:00,1.27449,1.2759,1.2717,1.273,-14.9,-0.12,
03/14/2024 00:00,1.2801,1.2823,1.27298,1.27449,-56.1,-0.44,
