Date,Open,High,Low,Close,Change(Pips),Change(%)
03/18/2024 00:00,1.27305,1.27468,1.2717,1.27259,-4.6,-0.04,
03/15/2024 00:00,1.27449,1.2759,1.2717,1.273,-14.9,-0.12,
03/14/2024 00:00,1.2801,1.2823,1.27298,1.27449,-56.1,-0.44,
03/13/2024 00:00,1.2793,1.28113,1.2773,1.28009,7.9,0.06,
03/12/2024 00:00,1.2817,1.28232,1.2745,1.27947,-22.3,-0.17,
03/11/2024 00:00,1.28551,1.28617,1.2793,1.28179,-37.2,-0.29,
03/08/2024 00:00,1.28129,1.28937,1.2799,1.2858,45.1,0.35,
03/07/2024 00:00,1.27341,1.2813,1.2722,1.28124,78.3,0.61,
03/06/2024 00:00,1.2703,1.27612,1.2688,1.27354,32.4,0.25,
03/05/2024 00:00,1.26895,1.27344,1.267,1.27038,14.3,0.11,
03/04/2024 00:00,1.26599,1.27064,1.2654,1.26893,29.4,0.23,
03/01/2024 00:00,1.26263,1.2664,1.2598,1.2653,26.7,0.21,
02/29/2024 00:00,1.2661,1.2682,1.2611,1.26257,-35.3,-0.28,
02/28/2024 00:00,1.26788,1.2684,1.2621,1.26596,-19.2,-0.15,
02/27/2024 00:00,1.26821,1.2697,1.2658,1.26789,-3.2,-0.03,
02/26/2024 00:00,1.26694,1.27,1.2655,1.26833,13.9,0.11,
02/23/2024 00:00,1.26602,1.27015,1.26466,1.2672,11.8,0.09,
02/22/2024 00:00,1.2638,1.27091,1.261,1.26603,22.3,0.18,
02/21/2024 00:00,1.26244,1.2642,1.2601,1.26374,13.0,0.10,
02/20/2024 00:00,1.25863,1.26685,1.25771,1.26245,38.2,0.30,
02/19/2024 00:00,1.26101,1.263,1.2581,1.25869,-23.2,-0.18,
02/16/2024 00:00,1.25969,1.26241,1.2549,1.2601,4.1,0.03,
02/15/2024 00:00,1.25654,1.2611,1.25395,1.25978,32.4,0.26,
02/14/2024 00:00,1.25896,1.2611,1.2534,1.2568,-21.6,-0.17,
02/13/2024 00:00,1.26253,1.2684,1.2572,1.25879,-37.4,-0.30,
02/12/2024 00:00,1.26362,1.26547,1.2605,1.26262,-10.0,-0.08,
02/09/2024 00:00,1.26202,1.2643,1.2598,1.2628,7.8,0.06,
02/08/2024 00:00,1.26259,1.2639,1.257,1.26194,-6.5,-0.05,
02/07/2024 00:00,1.26016,1.2642,1.25941,1.2626,24.4,0.19,
02/06/2024 00:00,1.2533,1.26052,1.25319,1.26015,68.5,0.54,
02/05/2024 00:00,1.26206,1.26295,1.25158,1.25321,-88.5,-0.71,
02/02/2024 00:00,1.2744,1.27723,1.2612,1.2631,-113,-0.89,
02/01/2024 00:00,1.26774,1.2756,1.26728,1.27457,68.3,0.54,
01/31/2024 00:00,1.2692,1.27508,1.2657,1.26774,-14.6,-0.12,
01/30/2024 00:00,1.27108,1.2721,1.26394,1.26921,-18.7,-0.15,
01/29/2024 00:00,1.2696,1.2719,1.2661,1.2713,17,0.13,
01/26/2024 00:00,1.27047,1.27585,1.2674,1.2704,-0.7,-0.01,
01/25/2024 00:00,1.27166,1.2744,1.268,1.27056,-11.0,-0.09,
01/24/2024 00:00,1.26898,1.27747,1.26836,1.27172,27.4,0.22,
01/23/2024 00:00,1.27057,1.2747,1.2648,1.26897,-16.0,-0.13,
01/22/2024 00:00,1.2699,1.2733,1.2686,1.27055,6.5,0.05,
01/19/2024 00:00,1.27107,1.2715,1.266,1.27026,-8.1,-0.06,
01/18/2024 00:00,1.26764,1.27115,1.26469,1.27104,34.0,0.27,
01/17/2024 00:00,1.26351,1.2696,1.2595,1.26756,40.5,0.32,
01/16/2024 00:00,1.27142,1.2717,1.2618,1.2635,-79.2,-0.63,
01/15/2024 00:00,1.27351,1.27651,1.2712,1.27149,-20.2,-0.16,
01/12/2024 00:00,1.27778,1.2786,1.2719,1.27506,-27.2,-0.21,
01/11/2024 00:00,1.27438,1.2779,1.2689,1.27783,34.5,0.27,
01/10/2024 00:00,1.27106,1.2745,1.2685,1.27435,32.9,0.26,
01/09/2024 00:00,1.27405,1.2765,1.2689,1.2711,-29.5,-0.23,
01/08/2024 00:00,1.27169,1.2767,1.2672,1.27404,23.5,0.18,
01/05/2024 00:00,1.26799,1.27709,1.26099,1.2717,37.1,0.29,
01/04/2024 00:00,1.26717,1.27297,1.2655,1.268,8.3,0.07,
01/03/2024 00:00,1.26218,1.26766,1.2615,1.2672,50.2,0.40,
01/02/2024 00:00,1.27268,1.276,1.261,1.26217,-105.1,-0.83,
01/01/2024 00:00,1.2731,1.2756,1.2672,1.2726,-5,-0.04,
12/29/2023 00:00,1.27335,1.2773,1.2698,1.2731,-2.5,-0.02,
12/28/2023 00:00,1.28,1.28276,1.2711,1.27337,-66.3,-0.52,
12/27/2023 00:00,1.27258,1.2803,1.2697,1.27996,73.8,0.58,
12/26/2023 00:00,1.27036,1.273,1.2683,1.27263,22.7,0.18,
12/25/2023 00:00,1.26903,1.2736,1.26103,1.2704,13.7,0.11,
12/22/2023 00:00,1.26818,1.27444,1.2677,1.2698,16.2,0.13,
12/21/2023 00:00,1.26392,1.2696,1.2611,1.26818,42.6,0.34,
12/20/2023 00:00,1.2729,1.273,1.26127,1.26392,-89.8,-0.71,
12/19/2023 00:00,1.26513,1.2762,1.2648,1.27291,77.8,0.61,
12/18/2023 00:00,1.26707,1.2704,1.262,1.2653,-17.7,-0.14,
12/15/2023 00:00,1.27692,1.27904,1.2667,1.2688,-81.2,-0.64,
12/14/2023 00:00,1.26203,1.2794,1.261,1.27704,150.1,1.18,
12/13/2023 00:00,1.2569,1.2635,1.2499,1.26203,51.3,0.41,
12/12/2023 00:00,1.25525,1.26156,1.2513,1.25678,15.3,0.12,
12/11/2023 00:00,1.25543,1.25907,1.2533,1.25526,-1.7,-0.01,
12/08/2023 00:00,1.25858,1.26011,1.2502,1.2547,-38.8,-0.31,
12/07/2023 00:00,1.25566,1.26126,1.2543,1.2587,30.4,0.24,
12/06/2023 00:00,1.25932,1.2614,1.255,1.2556,-37.2,-0.30,
12/05/2023 00:00,1.2633,1.2652,1.2575,1.25931,-39.9,-0.32,
12/04/2023 00:00,1.27106,1.27118,1.2602,1.26327,-77.9,-0.62,
12/01/2023 00:00,1.263,1.27163,1.2613,1.2698,68,0.54,
11/30/2023 00:00,1.26945,1.27105,1.2601,1.26299,-64.6,-0.51,
11/29/2023 00:00,1.2713,1.2733,1.2663,1.26943,-18.7,-0.15,
11/28/2023 00:00,1.26334,1.2715,1.2605,1.27121,78.7,0.62,
11/27/2023 00:00,1.26004,1.26443,1.25877,1.26333,32.9,0.26,
11/24/2023 00:00,1.25318,1.26153,1.2523,1.26,68.2,0.54,
11/23/2023 00:00,1.24888,1.25684,1.2487,1.25316,42.8,0.34,
11/22/2023 00:00,1.25428,1.255,1.2447,1.24878,-55.0,-0.44,
11/21/2023 00:00,1.25078,1.256,1.2503,1.2543,35.2,0.28,
11/20/2023 00:00,1.24526,1.25175,1.2445,1.2507,54.4,0.43,
11/17/2023 00:00,1.24129,1.2466,1.2373,1.2456,43.1,0.35,
11/16/2023 00:00,1.24208,1.24559,1.2375,1.24138,-7.0,-0.06,
11/15/2023 00:00,1.24924,1.24973,1.2402,1.2422,-70.4,-0.57,
11/14/2023 00:00,1.22797,1.2506,1.2264,1.24929,213.2,1.71,
11/13/2023 00:00,1.22287,1.2281,1.2221,1.22794,50.7,0.41,
11/10/2023 00:00,1.22155,1.2238,1.2185,1.2222,6.5,0.05,
11/09/2023 00:00,1.22835,1.2309,1.2199,1.2214,-69.5,-0.57,
11/08/2023 00:00,1.22896,1.23016,1.2239,1.22836,-6.0,-0.05,
11/07/2023 00:00,1.23427,1.2347,1.226,1.22897,-53.0,-0.43,
11/06/2023 00:00,1.23715,1.2429,1.2336,1.23426,-28.9,-0.23,
11/03/2023 00:00,1.21886,1.239,1.2183,1.2374,185.4,1.50,
11/02/2023 00:00,1.21804,1.2226,1.2154,1.21885,8.1,0.07,
11/01/2023 00:00,1.21499,1.2181,1.2094,1.21802,30.3,0.25,
10/31/2023 00:00,1.21634,1.22008,1.2118,1.21484,-15.0,-0.12,
10/30/2023 00:00,1.21123,1.21741,1.2089,1.21621,49.8,0.41,
10/27/2023 00:00,1.2135,1.21623,1.2104,1.2124,-11,-0.09,
10/26/2023 00:00,1.21003,1.21394,1.2068,1.21344,34.1,0.28,
10/25/2023 00:00,1.21621,1.2176,1.20928,1.21004,-61.7,-0.51,
10/24/2023 00:00,1.22486,1.2289,1.2152,1.21603,-88.3,-0.73,
10/23/2023 00:00,1.21625,1.2259,1.21419,1.22488,86.3,0.70,
10/20/2023 00:00,1.21348,1.2171,1.2092,1.215,15.2,0.13,
10/19/2023 00:00,1.21409,1.2191,1.2089,1.21346,-6.3,-0.05,
10/18/2023 00:00,1.21779,1.2211,1.21358,1.21409,-37.0,-0.30,
10/17/2023 00:00,1.22098,1.22155,1.2132,1.21769,-32.9,-0.27,
10/16/2023 00:00,1.2154,1.222,1.2142,1.22098,55.8,0.46,
10/13/2023 00:00,1.21824,1.22252,1.20435,1.2123,-59.4,-0.49,
10/12/2023 00:00,1.23146,1.2332,1.217,1.2183,-131.6,-1.08,
10/11/2023 00:00,1.22885,1.23373,1.22671,1.23145,26.0,0.21,
10/10/2023 00:00,1.22486,1.22968,1.22103,1.2288,39.4,0.32,
10/09/2023 00:00,1.2219,1.2252,1.2161,1.2248,29,0.24,
10/06/2023 00:00,1.21865,1.22614,1.2104,1.2239,52.5,0.43,
10/05/2023 00:00,1.21365,1.2196,1.2106,1.21832,46.7,0.38,
10/04/2023 00:00,1.20759,1.21768,1.20364,1.21367,60.8,0.50,
10/03/2023 00:00,1.20889,1.2102,1.2051,1.20769,-12.0,-0.10,
10/02/2023 00:00,1.21924,1.222,1.2082,1.2088,-104.4,-0.86,
09/29/2023 00:00,1.22028,1.2272,1.2179,1.2196,-6.8,-0.06,
09/28/2023 00:00,1.21347,1.2225,1.2119,1.22038,69.1,0.57,
09/27/2023 00:00,1.21456,1.21644,1.2109,1.21339,-11.7,-0.10,
09/26/2023 00:00,1.22124,1.2215,1.2142,1.21457,-66.7,-0.55,
09/25/2023 00:00,1.22406,1.22501,1.2193,1.22102,-30.4,-0.25,
09/22/2023 00:00,1.2292,1.22934,1.2229,1.224,-52,-0.42,
09/21/2023 00:00,1.23264,1.23314,1.22361,1.22925,-33.9,-0.28,
09/20/2023 00:00,1.23925,1.24214,1.2322,1.23258,-66.7,-0.54,
09/19/2023 00:00,1.23817,1.2425,1.2368,1.2391,9.3,0.08,
09/18/2023 00:00,1.23968,1.24104,1.23688,1.23819,-14.9,-0.12,
09/15/2023 00:00,1.23995,1.2446,1.2377,1.2385,-14.5,-0.12,
09/14/2023 00:00,1.24887,1.2506,1.2395,1.23994,-89.3,-0.72,
09/13/2023 00:00,1.24895,1.25118,1.24325,1.24891,-0.4,0.00,
09/12/2023 00:00,1.25077,1.25293,1.2458,1.249,-17.7,-0.14,
09/11/2023 00:00,1.2487,1.2548,1.2471,1.25076,20.6,0.16,
09/08/2023 00:00,1.24743,1.2515,1.2449,1.2464,-10.3,-0.08,
09/07/2023 00:00,1.2498,1.2506,1.24442,1.2473,-25,-0.20,
09/06/2023 00:00,1.25694,1.25813,1.24808,1.24969,-72.5,-0.58,
09/05/2023 00:00,1.26215,1.26316,1.2527,1.25693,-52.2,-0.42,
09/04/2023 00:00,1.25965,1.2643,1.2587,1.26216,25.1,0.20,
09/01/2023 00:00,1.267,1.27126,1.2576,1.2586,-84,-0.67,
08/31/2023 00:00,1.27107,1.27341,1.265,1.267,-40.7,-0.32,
08/30/2023 00:00,1.26343,1.27457,1.2619,1.27107,76.4,0.60,
08/29/2023 00:00,1.26105,1.2655,1.2561,1.26355,25.0,0.20,
08/28/2023 00:00,1.25883,1.2616,1.2564,1.26104,22.1,0.18,
08/25/2023 00:00,1.25919,1.26543,1.2547,1.258,-11.9,-0.09,
08/24/2023 00:00,1.27199,1.2729,1.2585,1.25921,-127.8,-1.01,
08/23/2023 00:00,1.2729,1.2764,1.2613,1.27196,-9.4,-0.07,
08/22/2023 00:00,1.27593,1.28003,1.2717,1.27309,-28.4,-0.22,
08/21/2023 00:00,1.27407,1.2767,1.2708,1.2758,17.3,0.14,
08/18/2023 00:00,1.27464,1.2766,1.26547,1.2733,-13.4,-0.11,
08/17/2023 00:00,1.2727,1.27873,1.2702,1.27464,19.4,0.15,
08/16/2023 00:00,1.26998,1.2767,1.2686,1.27266,26.8,0.21,
08/15/2023 00:00,1.26845,1.27523,1.26735,1.26996,15.1,0.12,
08/14/2023 00:00,1.26936,1.27148,1.26159,1.26846,-9.0,-0.07,
08/11/2023 00:00,1.26695,1.27386,1.26647,1.2693,23.5,0.19,
08/10/2023 00:00,1.27193,1.28183,1.2666,1.2669,-50.3,-0.40,
08/09/2023 00:00,1.2743,1.27821,1.2706,1.2719,-24,-0.19,
08/08/2023 00:00,1.278,1.2786,1.2682,1.2743,-37,-0.29,
08/07/2023 00:00,1.27481,1.279,1.271,1.27801,32.0,0.25,
08/04/2023 00:00,1.27153,1.27921,1.26869,1.2747,31.7,0.25,
08/03/2023 00:00,1.27173,1.2728,1.26197,1.2714,-3.3,-0.03,
08/02/2023 00:00,1.27951,1.27985,1.2679,1.27174,-77.7,-0.61,
08/01/2023 00:00,1.28313,1.28387,1.274,1.27942,-37.1,-0.29,
07/31/2023 00:00,1.28531,1.2873,1.2826,1.28314,-21.7,-0.17,
07/28/2023 00:00,1.27927,1.28883,1.27616,1.2845,52.3,0.41,
07/27/2023 00:00,1.29267,1.2996,1.278,1.27929,-133.8,-1.05,
07/26/2023 00:00,1.28931,1.29602,1.2874,1.29258,32.7,0.25,
07/25/2023 00:00,1.28115,1.2905,1.2808,1.28924,80.9,0.63,
07/24/2023 00:00,1.28519,1.2884,1.2796,1.28118,-40.1,-0.31,
07/21/2023 00:00,1.28717,1.2904,1.2815,1.2855,-16.7,-0.13,
07/20/2023 00:00,1.29362,1.2965,1.2838,1.28718,-64.4,-0.50,
07/19/2023 00:00,1.30331,1.3039,1.2866,1.2936,-97.1,-0.75,
07/18/2023 00:00,1.30707,1.3126,1.30277,1.30334,-37.3,-0.29,
07/17/2023 00:00,1.30891,1.3109,1.30503,1.30714,-17.7,-0.14,
07/14/2023 00:00,1.31273,1.31424,1.30848,1.309,-37.3,-0.28,
07/13/2023 00:00,1.29944,1.3144,1.29814,1.31277,133.3,1.02,
07/12/2023 00:00,1.29336,1.3001,1.2902,1.29942,60.6,0.47,
07/11/2023 00:00,1.28638,1.29391,1.2854,1.2933,69.2,0.54,
07/10/2023 00:00,1.28374,1.287,1.2749,1.28636,26.2,0.20,
07/07/2023 00:00,1.274,1.285,1.2725,1.2841,101,0.79,
07/06/2023 00:00,1.2703,1.2781,1.26729,1.27407,37.7,0.30,
07/05/2023 00:00,1.27175,1.27353,1.26835,1.27031,-14.4,-0.11,
